1,成都豪能科技股份有限公司全资子公司泸州长江机械有限公司与MAGNA POWERTRAIN在四川省泸州市签署了《供应商战略合作协议》，确认MAGNA POWERTRAIN成为泸州长江机械有限公司的供应商。
2,山东玲珑轮胎股份有限公司于 2016 年 10 月 11 日通过德国大众汽车集团潜在供应商评审，成为德国大众汽车集团的正式供应商。
3,江苏振江新能源装备股份有限公司通过风电行业国际知名企业ENERCON GmbH供应商资格认证，正式成为ENERCON GmbH的供应商。
4,桂林福达股份有限公司近日收到东风雷诺汽车有限公司的《零部件供应商承制通知书》，确认桂林福达股份有限公司成为东风雷诺汽车有限公司某产品项目中的曲轴毛坯的供应商，约定在 2023 年前向公司采购金额约为人民币 1 亿元的曲轴毛坯产品。
5,天津银龙预应力材料股份有限公司于近日获得中国核工业集团有限公司委托兴原认证中心有限公司评审后颁发的《中核集团合格供应商证书》。
6,东方锅炉股份有限公司是东方电气股份有限公司的最大供应商。
7,陕西投资集团有限公司钢材贸易2016年最大上游供应商是山西西山煤电贸易有限责任公司。
8,报告期，河北养元智汇饮品股份有限公司对易拉罐的采购最大的供应商是嘉美食品包装股份有限公司及其子公司。
9,南京恩瑞特实业有限公司是南京轨道交通系统工程有限公司的合格供应商，南京轨道交通系统工程有限公司与南京恩瑞特实业有限公司存在业务往来。
10,"2017年12月6日，广东联泰环保股份有限公司与设备供应商湖南省机械设备进出口公司已完成项目设备及相关服务采购合同签订，合同金额27,697.88万元。"
11,广东力王高新科技股份有限公司作为小米科技有限公司的二级供应商，近日通过了小米的供应商资源池资格审核，在小米的18W、27W充电器中用的电子变压器被认定为一供。
12,浙江嘉利（丽水）工业股份有限公司于2015年10月份通过广汽三菱汽车有限公司审核认证，成为广汽三菱主材料(灯具产品)合格供应商，并于近期正式开展业务合作。
13,浙江银轮机械股份有限公司近期与东风雷诺汽车有限公司签订供应商定点合同，浙江银轮机械股份有限公司被确定为东风雷诺汽车有限公司供应商。
14,浙江银轮机械股份有限公司近期与浙江吉利汽车零部件采购有限公司签订PMA纯电动平台热交换总成的供应商定点合同，浙江银轮机械股份有限公司成为浙江吉利汽车零部件采购有限公司指定供应商。
15,经烽火通信科技股份有限公司的多番现场考察、体系审核、资质审查、技术分析和综合评定，虎符智能科技股份有限公司于近日正式成为烽火通信科技股份有限公司的供应商。 
16,深圳市凯中精密技术股份有限公司于2018年2月7日通过德国采埃孚（ZF）集团潜在供应商评审，获得供应商代码，成为德国采埃孚（ZF）集团新能源汽车驱动电机连接器正式供应商。
17,天津鹏翎集团股份有限公司于2018年9月30日收到一汽大众汽车有限公司的通知，天津鹏翎集团股份有限公司被定为一汽大众汽车有限公司“奥迪”纯电动车型项目冷却水管产品的批量供应商。
18,近日，武汉精测电子技术股份有限公司获得美国苹果公司供应商代码，正式取得美国苹果公司的供应商资格。至此，武汉精测电子技术股份有限公司已正式纳入美国苹果公司的供应商体系。
19,近日，河南环宇石化装备科技股份有限公司正式通过了中国石油化工集团公司的集团化采购供应商资格审核，从而具备了中国石油化工集团公司化采购供应商资格。 
20,安徽中鼎密封件股份有限公司近期收到北京车和家信息技术有限公司的通知，安徽中鼎密封件股份有限公司成为“M01新能源SUV汽车项目”整车冷却管路及中冷管总成产品的批量供应商。
21,近日，哈尔滨东安汽车动力股份有限公司收到北京车和家信息技术有限公司的通知，公司成为其M01项目的发动机总成供应商。
22,山东雄狮建筑装饰股份有限公司于近日取得万科企业股份有限公司颁发的2018-2019年度万科集团总对总战略合作供应商证书，山东雄狮建筑装饰股份有限公司成功入选万科企业股份有限公司战略合作供应商，合作范围为装修业务。
23,广东力王高新科技股份有限公司作为华为技术有限公司的二级供应商，近日通过了华为的供应商资源池资格审核。
24, 恒宝股份有限公司于近期收到华夏银行股份有限公司发出的《华夏银行USBkey供应商入围通知书》，确定恒宝股份有限公司作为华夏银行股份有限公司USBkey入围供应商。
25,浙江德宏汽车电子电器股份有限公司于近日收到一汽吉林汽车有限公司的供应商提名信，浙江德宏汽车电子电器股份有限公司被确定为一汽吉林汽车有限公司R7项目、R9项目发电机的供应商。
26,丰泽智能装备股份有限公司于近日入围中国交通建设股份有限公司2018年度桥梁支座产品、伸缩缝产品战略供应商。
27,深圳市沃尔核材股份有限公司于近日收到中国核工业集团公司委托兴原认证中心有限公司下发的《中核集团合格供应商证书》。
28,安徽中鼎密封件股份有限公司近期收到宁德时代新能源科技股份有限公司的通知，安徽中鼎密封件股份有限公司成为“A75项目”、“A26项目”两个项目新能源汽车电池包内冷却系统减振类产品的批量供应商。
29,近日，广东英妮股份有限公司收到中国民生银行股份有限公司通知，确定广东英妮股份有限公司正式成为中国民生银行股份有限公司2018-2022年度职工工装（鞋类）服务供应商。
30,珠海汇金科技股份有限公司近日收到中国工商银行股份有限公司财务会计部集中采购部的《中国工商银行自动柜员机动态密码锁采购项目谈判意见通知书》，经评审，确定珠海汇金科技股份有限公司为中国工商银行股份有限公司自动柜员机动态密码锁采购项目供应商。
31,北京市金龙腾装饰股份有限公司于2018年7月6日荣膺万科企业股份有限公司《2018-2019年度万科集团总对总战略合作供应商》称号。 
32,近日，广东莞银信息科技股份有限公司正式通过了中国移动通信集团广东有限公司的采购供应商资格审核，被纳入了供应商门户系统。
33,近日，上海新世傲文化传播股份有限公司入围了中国银行股份有限公司实物礼品选型入围采购项目第四包：华为系列产品类的入围供应商以及《2017 年手机银行宣传推广礼品采购需求》的成交供应商。
34,新天科技股份有限公司于近日与华润燃气投资（中国）有限公司签定了《华润燃气无线扩频表集采目录供应商合作协议》和《华润燃气物联网表集采目录供应商合作协议》，协议有效期为：三年。
35,恒宝股份有限公司于近期收到中国农业银行采购中心发出的《入围通知书》，确定公司入围编号：A990002H17040035 银行卡空白卡片项目。本次入围仅为恒宝股份有限公司获得中国农业银行股份有限公司银行卡空白卡片项目的供应商资格。
36,近日，上海古鳌电子科技股份有限公司收到浙商银行股份有限公司发出的入围通知书，确定上海古鳌电子科技股份有限公司为浙商银行股份有限公司点钞机和清分机采购项目的入围供应商，入围产品为外币点钞机。
37,珠海汇金科技股份有限公司近日收到江苏省国际招标公司的入围通知书，经评标委员会仔细评审，以及用户确认后，确定珠海汇金科技股份有限公司为交通银行股份有限公司业务用印控机（单次用印）入围选型项目（招标编号：JITC-1805WH0215）的入围供应商。
38,聚龙股份有限公司于2018年12月29日收到中国民生银行股份有限公司的入围通知书，确定聚龙股份有限公司为中国民生银行股份有限公司运营管理部现金机具项目的入围供应商。
39,近日，广东德生科技股份有限公司收到海南省农村信用社联合社发来的《中标通知书》，确认广东德生科技股份有限公司为《海南省第三代社会保障卡卡片制造及个人化外包服务采购》（琼农信联采招[2018]3号）项目的入围供应商。
40,鸿博股份有限公司于2017年12月22日收到与中国邮政储蓄银行股份有限公司（以下简称“邮储银行”）签订的《中国邮政储蓄银行银行卡原始卡及个人化外包服务采购项目借记IC卡（进口、国产芯片）框架协议》和《中国邮政储蓄银行银行卡原始卡及个人化外包服务采购项目贷记IC卡（进口芯片）框架协议》，公司成为邮储银行借记 IC 卡原始卡供货和个人化制卡外包指定生产供应商、贷记卡 IC卡空白卡供货和个人化制卡外包的指定生产供应商，期限为两年。
41,近日，上海古鳌电子科技股份有限公司收到兴业银行股份有限公司发出的中标通知书，确定公司为人民币点钞机、纸币清分机-单口、两口、四口、八口的入围供应商。
42,近日，河南嘉合智能发展股份有限公司取得中国核工业集团公司合格供应商证书（证书编号：CNNC-180016700）。
43,株洲飞鹿高新材料技术股份有限公司近日获得中车南京浦镇车辆有限公司颁发的《供应商配套许可证》。
44,兰州海默科技股份有限公司于近日正式通过了沙特阿美公司供应商资质认证，证书编号：ST019-16/AL，获得供应资质的产品为多相湿气流量计。
45,四川永贵科技有限公司近日收到浙江吉利汽车零部件采购有限公司通知，四川永贵科技有限公司正式成为浙江吉利汽车零部件采购有限公司合格供应商。
46,根据印度电网的评估，广州高澜节能技术股份有限公司成为印度国家电网公司STATCOM项目的合格水冷系统供应商。
47,上海索菱实业有限公司近期收到上汽通用汽车有限公司供应商指定合同，上海索菱实业有限公司被确定为K218项目导航产品供应商。
48,近日，上海蓝色未来公关顾问股份有限公司与微软（中国）有限公司签署了《微软供应商主协议》，协议期限：2017年7月1日至2022年6月30日，合作期限为5年。 
49,太原重工股份有限公司于近日收到由德国铁路股份公司颁发的《德国铁路股份公司供应商资质认证证书》。
50,安利股份3月9日晚间公告称，经长期联系与严格审验，安徽安利材料科技股份有限公司于2014年下半年通过美国耐克公司审核认证，成为耐克全球主材料合格供应商(编码为ANL)，并于近期正式开展业务合作。
51,拓普集团8月23日晚间公告，宁波拓普集团股份有限公司于8月23日收到美国特斯拉(Tesla Motor， Inc.)签发的《供应商定点书(协议)》。该定点协议阐述了公司被认可向特斯拉提供产品，宁波拓普集团股份有限公司正式成为美国特斯拉的供应商。
52,昆山迈致治具科技有限公司(简称：迈致科技)通知，其成为华为技术有限公司合格供应商，目前已有部分终端测试自动化装备产品开始交货并实现销售。
53,此前连续3个交易日涨停的华阳国际(002949.SZ)盘中大跌逾7%，最低见24元，现报24.99元，跌幅5.2%，换手率22.2%。公司此前公告称，收到与深圳市福田区教育局签署的《福田区莲花小学改扩建代建合同》，投资估算金额为2.72亿元人民币。此外，公司因业务发展需要，控股子公司华阳造价将在厦门设立分公司。公司昨日发布股票交易异常波动公告称，经营情况、内外部经营环境未发生重大变化；不存在应披露而未披露重大事项。
54,"截至股权登记日下午上海证券交易所收市后，在中国证券登记结算有限责任公司上海分公司（以下简称“中国结算上海分公司”）登记在册的本公司全体股东。3.分配方案：本次利润分配以方案实施前的公司总股本132,000,000股为基数，每股派发现金红利0.25元（含税），共计派发现金红利33,000,000元。"
55,浙江德宏汽车电子电器股份有限公司（以下简称“公司”）于2019年4月12日召开了第三届董事会第二十二次会议和第三届监事会第十八次会议，审议通过了《关于对部分闲置资金进行现金管理的议案》。
56,光大嘉宝股份有限公司于2019年6月13日召开第九届董事会第十七次（临时）会议，审议通过了《关于增补赵威先生为公司第九届董事会董事候选人的议案》，经公司大股东推荐、公司董事会提名委员会同意，在对候选人进行资格审查的基础上，公司董事会同意增补赵威先生为公司第九届董事会董事候选人，任期自公司股东大会审议通过之日起至第九届董事会届满之日止，该事项尚需提交公司2019年第二次临时股东大会审议。
57,近期，江苏龙蟠科技股份有限公司（以下简称“龙蟠科技”或“公司”）拟作为有限合伙人与普通合伙人南京佳康创业投资合伙企业（有限合伙）（以下简称“南京佳康”）签署了《合伙协议》，双方共同注册设立南京龙捷股权投资合伙企业（有限合伙），指定南京捷源投资管理合伙企业（有限合伙）为基金管理人，对车用环保精细化学品相关领域进行布局。
58,2019年5月，中国国际航空股份有限公司（以下简称“本公司”）及所属子公司（以下简称“本集团”）合并旅客周转量（按收入客公里计）同比、环比均有上升表现。客运运力投入（按可用座位公里计）同比上升5.5%，旅客周转量同比上升8.3%。
59,北京首创股份有限公司（以下简称“公司”）于2019年6月12日收到中国证券监督管理委员会（以下简称“中国证监会”）出具的《中国证监会行政许可申请受理单》（受理序号：191416）。中国证监会对公司提交的《北京首创股份有限公司上市公司公开配股》行政许可申请资料进行了审查，认为该申请材料齐全，符合法定形式，决定对该行政许可申请予以受理。公司本次公开配股事项尚需中国证监会核准，能否获得核准及最终获得核准时间均存在不确定性。公司将根据上述事项的后续进展情况，及时履行信息披露义务，敬请广大投资者注意投资风险。
60,"西藏华钰矿业股份有限公司（以下简称“华钰矿业”或“发行人”、“公司”）公开发行64,000万元可转换公司债券（以下简称“华钰转债”，债券代码“113027”）已获得中国证券监督管理委员会证监许可[2019]786号文核准。本次发行的保荐机构（主承销商）为国开证券股份有限公司（以下简称“保荐机构（主承销商）”）。"
61,"海航创新股份有限公司（以下简称“公司”）于2019年4月19日发布了《关于对外转让嘉兴奥津佳特种纺织品有限公司股权的公告》，公司与嘉兴奥津佳特种纺织品有限公司（以下简称“奥津佳”）于2019年4月18日签订了《股权回购协议》，奥津佳将公司持有的10%奥津佳股权以人民币11,037,047.32元的价格进行回购（详见公告编号：临2019-030）。"
62,为进一步加强与投资者的互动交流，哈药集团股份有限公司（以下简称“公司”）将参加由黑龙江省上市公司协会、深圳市全景网络有限公司共同举办的“2019年黑龙江省上市公司投资者网上集体接待日”活动。
63,根据农银汇理资产管理有限公司（以下简称“本公司”）公司章程及股东决定，本公司聘任施卫先生为本公司董事长、法定代表人，许金超先生不再担任本公司董事长、法定代表人职务。
64,"股东持股的基本情况：截止至本公告披露日，上海聚磊投资中心（有限合伙）（以下简称“聚磊投资”）持有上海凯众材料科技股份有限公司（以下简称“公司”）股份2,151,508股，约占公司总股本的2.03%。"
65,鸿达兴业股份有限公司（以下简称“公司”）股票（证券简称：鸿达兴业；证券代码：002002）交易价格连续三个交易日（2019年6月11日、12日及13日）收盘价格涨幅偏离值累计超过20%。根据《深圳证券交易所交易规则》的有关规定，属于股票交易异常波动。
66,四川金宇汽车城(集团)股份有限公司（以下简称“公司”）第九届董事会第44次会议以7票同意，0票反对，1票弃权，审议通过了《关于投资设立控股子公司的议案》，同意公司与上海沃矽微系统有限公司（以下简称“上海沃矽”）共同出资500万元设立控股子公司四川北控能芯微电子科技有限公司。
67,"帝欧家居股份有限公司（以下简称“公司”）于近日接到公司控股股东、实际控制人之一刘进先生、陈伟先生的通知，刘进先生将其质押给华泰证券股份有限公司（以下简称“华泰证券”）的25,068,300股无限售流通股办理了解除质押，将其持有的19,170,000股无限售流通股与华泰证券（上海）资产管理有限公司以下简称“华泰资管”）办理了股份质押式回购交易；陈伟先生将其质押给华泰证券的10,020,000股无限售流通股办理了解除质押。相关质押登记手续已于近日在中国证券登记结算有限责任公司深圳分公司办理完毕。"
68,根据鹏华基金管理有限公司（以下简称“本公司”）与中信证券（山东）有限责任公司签署的销售协议，自2019年06月14日起，本公司增加中信证券（山东）有限责任公司为本公司旗下部分基金的销售机构，投资者可通过中信证券（山东）有限责任公司的指定渠道办理下述基金的开户、交易等基金相关业务。
69,成都利君实业股份有限公司（以下简称“公司”、“本公司”）第三届董事会第二十二次会议、第三届监事会第十八次会议及2018年第一次临时股东大会审议通过了《关于使用部分闲置募集资金和自有资金购买券商收益凭证或银行理财产品的议案》。
70,深圳市爱迪尔珠宝股份有限公司（以下简称“公司”）于2019年6月13日收到公司控股股东苏日明先生及其一致行动人、持股5%以上股东狄爱玲女士；董事、执行总裁苗志国先生及监事会主席苏江洪先生出具的《关于减持公司股份计划的告知函》。
